Kategori,Isi
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 41.214.245.148 dengan API Key T0BJ9RY7Q4J7AHLALT0U terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 60.142.26.173 dengan API Key 0SOJG7IWZ9QEFGCCWG3J terdeteksi.
IT Security,Peringatan: Akses server via IP 244.157.118.251 dengan API Key I6GIGJ08X22C7ZPRJ25A terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 2285998769888212) Gaji Rp 12jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 16,000,000 ke Bank BRI rek 9536650675 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 154.219.53.218 dengan API Key H55WGWGJHIMF41BEMX73 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 31,000,000 ke Bank BRI rek 5007597485 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 60.171.77.244 dengan API Key H1D2VGXGYYEPDUAL5CTB terdeteksi.
IT Security,Peringatan: Akses server via IP 79.197.240.59 dengan API Key UJWATKYA136ULHSHE2L5 terdeteksi.
Keuangan,"Transfer Rp 23,000,000 ke Bank BRI rek 1134769744 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 74,000,000 ke Bank BRI rek 2106031808 a/n Ahmad Hidayat."
HRD,Data Karyawan: Rizky Pratama (NIK: 8765990945017590) Gaji Rp 44jt.
IT Security,Peringatan: Akses server via IP 31.141.92.216 dengan API Key F8TIV0W3F5A4QWGFHSMN terdeteksi.
IT Security,Peringatan: Akses server via IP 143.91.147.205 dengan API Key WEDKHTM4IYVBE0DP5ZDW terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 4056598899649004) Gaji Rp 35jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 110.78.237.124 dengan API Key T27C5LLHF7P9AJNALAXH terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 6,000,000 ke Bank BNI rek 1087122841 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 87.100.128.186 dengan API Key H5TJETP217XX8MQN37QB terdeteksi.
IT Security,Peringatan: Akses server via IP 88.228.26.138 dengan API Key MNL2JA8U99IJ1SJJUG16 terdeteksi.
Keuangan,"Transfer Rp 37,000,000 ke Bank BNI rek 0987602933 a/n Budi Santoso."
HRD,Data Karyawan: Budi Santoso (NIK: 2104335153350834) Gaji Rp 10jt.
Keuangan,"Transfer Rp 6,000,000 ke Bank BRI rek 4020830452 a/n Rizky Pratama."
Keuangan,"Transfer Rp 5,000,000 ke Bank BCA rek 9232474343 a/n Dewi Lestari."
HRD,Data Karyawan: Dewi Lestari (NIK: 9488281365887169) Gaji Rp 38jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 4650100445305458) Gaji Rp 12jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 87,000,000 ke Bank BNI rek 3677006040 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 27.214.167.194 dengan API Key 86G1BDJ09DZ7BUMQMVTS terdeteksi.
Keuangan,"Transfer Rp 14,000,000 ke Bank BCA rek 8744930800 a/n Budi Santoso."
HRD,Data Karyawan: Budi Santoso (NIK: 3357586464249355) Gaji Rp 7jt.
Keuangan,"Transfer Rp 49,000,000 ke Bank BCA rek 1942499977 a/n Siti Aminah."
Keuangan,"Transfer Rp 93,000,000 ke Bank BNI rek 9613601552 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 192.210.102.175 dengan API Key 7FJ6ITOBTH85QRSTNGTV terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 106.149.207.218 dengan API Key Q7Z7E53JULD2EOZVWPM7 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 74,000,000 ke Bank BCA rek 9875219569 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 184.150.200.178 dengan API Key GPKJKC0OE6OI5MSN66O3 terdeteksi.
Keuangan,"Transfer Rp 62,000,000 ke Bank BCA rek 2057813575 a/n Dewi Lestari."
HRD,Data Karyawan: Rizky Pratama (NIK: 7244882921248893) Gaji Rp 40jt.
Keuangan,"Transfer Rp 50,000,000 ke Bank Mandiri rek 3217059909 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 6280869083733714) Gaji Rp 27jt.
Keuangan,"Transfer Rp 96,000,000 ke Bank BCA rek 9128930876 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 37,000,000 ke Bank BCA rek 7289175225 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 152.150.150.182 dengan API Key TG08SLYNORO1FPANHSE1 terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 5320475437031745) Gaji Rp 36jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 215.144.182.38 dengan API Key QAQ88DT4LZXVKLNDWCIV terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 8069131576737809) Gaji Rp 39jt.
IT Security,Peringatan: Akses server via IP 108.200.217.188 dengan API Key BFD58DQGK3R8M8C8OEZ7 terdeteksi.
IT Security,Peringatan: Akses server via IP 115.5.37.120 dengan API Key CH5GJT5ME8A5141336YV terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 7492656427543001) Gaji Rp 35jt.
IT Security,Peringatan: Akses server via IP 78.4.18.210 dengan API Key F3L9LKL3I2B6BJM01KP6 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 77,000,000 ke Bank BCA rek 2995158795 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 163.60.160.205 dengan API Key P7ZKQJS1FQ6MRXKRU609 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 239.246.64.236 dengan API Key ZHU8P8TQEAVGJDLML3QB terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 4749740792712304) Gaji Rp 25jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 75,000,000 ke Bank BNI rek 7990802647 a/n Siti Aminah."
Keuangan,"Transfer Rp 73,000,000 ke Bank Mandiri rek 9539018446 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 6286866434351764) Gaji Rp 49jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 9,000,000 ke Bank BNI rek 9720618108 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 145.207.159.128 dengan API Key S3I1LAXWAA9FQPQZWC6G terdeteksi.
Keuangan,"Transfer Rp 73,000,000 ke Bank BCA rek 0956770867 a/n Budi Santoso."
HRD,Data Karyawan: Dewi Lestari (NIK: 8373847229816304) Gaji Rp 19jt.
Keuangan,"Transfer Rp 88,000,000 ke Bank BRI rek 1248552202 a/n Budi Santoso."
Keuangan,"Transfer Rp 37,000,000 ke Bank BNI rek 7964640414 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Rizky Pratama (NIK: 3666282416591287) Gaji Rp 48jt.
IT Security,Peringatan: Akses server via IP 45.69.93.137 dengan API Key 4NP82RNU5TPYQUCP9T1I terdeteksi.
Keuangan,"Transfer Rp 66,000,000 ke Bank Mandiri rek 2983471077 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 120.175.141.24 dengan API Key 2CDLG3E8R92IWGVNW09R terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 3274090712086776) Gaji Rp 42jt.
IT Security,Peringatan: Akses server via IP 56.81.182.191 dengan API Key 25P9KE9XF2USHHYCNM4Q terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 0874957974500093) Gaji Rp 12jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 21,000,000 ke Bank BNI rek 7002376616 a/n Budi Santoso."
Keuangan,"Transfer Rp 98,000,000 ke Bank BNI rek 7676892578 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 115.91.21.180 dengan API Key ITVJNO1QYUIQMTXLTW4G terdeteksi.
IT Security,Peringatan: Akses server via IP 108.176.21.124 dengan API Key ZL5AGW1PIKYBELTZ531P terdeteksi.
IT Security,Peringatan: Akses server via IP 196.190.47.86 dengan API Key NCWNJGNKCA6BWYPANW4P terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 3222372753850762) Gaji Rp 20jt.
HRD,Data Karyawan: Budi Santoso (NIK: 7569463705689613) Gaji Rp 19jt.
IT Security,Peringatan: Akses server via IP 226.68.41.244 dengan API Key ZWY99ZDBQWOCGCOZ2QJ6 terdeteksi.
IT Security,Peringatan: Akses server via IP 244.144.179.238 dengan API Key URPW2V9TPW19VPUFLE0P terdeteksi.
Keuangan,"Transfer Rp 2,000,000 ke Bank BCA rek 8225250689 a/n Dewi Lestari."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 6029494958414298) Gaji Rp 23jt.
Keuangan,"Transfer Rp 10,000,000 ke Bank BNI rek 1203078034 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 93,000,000 ke Bank Mandiri rek 3971952937 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 19.26.20.122 dengan API Key W6YHI940A4BRETQC9ZN4 terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 0033799271237147) Gaji Rp 42jt.
HRD,Data Karyawan: Budi Santoso (NIK: 7515284966191643) Gaji Rp 11jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 3415315938674492) Gaji Rp 9jt.
IT Security,Peringatan: Akses server via IP 20.139.252.151 dengan API Key 4DMC600R7KYEIHL92YUR terdeteksi.
IT Security,Peringatan: Akses server via IP 170.93.32.26 dengan API Key 5TDIGEWLXCBX6TQ0M5RS terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 3176651094328097) Gaji Rp 15jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 54,000,000 ke Bank BNI rek 5758016815 a/n Rizky Pratama."
Keuangan,"Transfer Rp 65,000,000 ke Bank BRI rek 0007315690 a/n Dewi Lestari."
HRD,Data Karyawan: Budi Santoso (NIK: 5927208696300640) Gaji Rp 22jt.
HRD,Data Karyawan: Siti Aminah (NIK: 7332124374238447) Gaji Rp 37jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 6057297636443277) Gaji Rp 23jt.
IT Security,Peringatan: Akses server via IP 246.206.154.88 dengan API Key 3EIXHZD6L27XY44W2V9C terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 80,000,000 ke Bank BCA rek 3928527236 a/n Budi Santoso."
Keuangan,"Transfer Rp 84,000,000 ke Bank BNI rek 6535419348 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 75.89.183.29 dengan API Key H5ZB0TUMYCGMSYIXRRRV terdeteksi.
Keuangan,"Transfer Rp 90,000,000 ke Bank BRI rek 9211126501 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Dewi Lestari (NIK: 2561819813045064) Gaji Rp 34jt.
Keuangan,"Transfer Rp 80,000,000 ke Bank BCA rek 9075154269 a/n Dewi Lestari."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 3053322139137556) Gaji Rp 47jt.
IT Security,Peringatan: Akses server via IP 113.159.63.146 dengan API Key F0MVCDO5W6V7NXD8Z5U8 terdeteksi.
IT Security,Peringatan: Akses server via IP 6.158.76.89 dengan API Key AN2RFZG20YKPCK85T1MD terdeteksi.
Keuangan,"Transfer Rp 97,000,000 ke Bank BRI rek 9712852258 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 207.90.159.177 dengan API Key 5GDVTNWRCJ6FMSQT973Z terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 186.46.135.158 dengan API Key Z75WAG847F9US5FWE24O terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 9665998833722117) Gaji Rp 15jt.
IT Security,Peringatan: Akses server via IP 159.242.195.94 dengan API Key RBWVB2FL5T5NTR3U6YYP terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 3182284585890466) Gaji Rp 7jt.
IT Security,Peringatan: Akses server via IP 245.50.72.216 dengan API Key F2FUIGP6DCRTT4B8KVBI terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 5438084293476456) Gaji Rp 15jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 58,000,000 ke Bank BNI rek 3400089010 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 2,000,000 ke Bank BNI rek 6985441622 a/n Rizky Pratama."
HRD,Data Karyawan: Budi Santoso (NIK: 5535173136822020) Gaji Rp 45jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 6664907956850288) Gaji Rp 14jt.
Keuangan,"Transfer Rp 81,000,000 ke Bank Mandiri rek 6374713994 a/n Dewi Lestari."
Keuangan,"Transfer Rp 25,000,000 ke Bank BRI rek 1592947724 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 156.238.109.213 dengan API Key TMR442U91TMUJ3JQBP2Y terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 4778908688096659) Gaji Rp 44jt.
IT Security,Peringatan: Akses server via IP 33.173.166.14 dengan API Key BA9USYT2AZZRQ5O2VEVL terdeteksi.
Keuangan,"Transfer Rp 44,000,000 ke Bank Mandiri rek 6957285603 a/n Ahmad Hidayat."
HRD,Data Karyawan: Dewi Lestari (NIK: 6154582791471783) Gaji Rp 17jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 7638592645701882) Gaji Rp 17jt.
Keuangan,"Transfer Rp 82,000,000 ke Bank Mandiri rek 9128707176 a/n Siti Aminah."
HRD,Data Karyawan: Dewi Lestari (NIK: 7333283231778256) Gaji Rp 36jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 9044015497203720) Gaji Rp 20jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 2430680003913007) Gaji Rp 26jt.
IT Security,Peringatan: Akses server via IP 56.81.82.76 dengan API Key M7PIXLCL1LRFWFAOGOOB terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 101.105.5.195 dengan API Key CUHDQZVIRR9CL2RH008P terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 50.181.253.87 dengan API Key PCOWHHR5AT9VUBGPCCDT terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 2291198995461837) Gaji Rp 23jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 9023297737335410) Gaji Rp 6jt.
IT Security,Peringatan: Akses server via IP 174.22.233.181 dengan API Key 9MMTCOTU8QSCHQ8YVQXM terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 7717917440968868) Gaji Rp 32jt.
Keuangan,"Transfer Rp 1,000,000 ke Bank BRI rek 5636035496 a/n Budi Santoso."
HRD,Data Karyawan: Rizky Pratama (NIK: 8418652423232472) Gaji Rp 49jt.
IT Security,Peringatan: Akses server via IP 160.200.200.84 dengan API Key 0EAOMIAOA3MERUR0BEDE terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 8139001032188784) Gaji Rp 50jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 95,000,000 ke Bank Mandiri rek 9362590150 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 208.244.102.44 dengan API Key 8GEAIRE22MUSQQVLR9HS terdeteksi.
IT Security,Peringatan: Akses server via IP 161.6.60.22 dengan API Key 6YH2VNHEKURK9E1E6FHT terdeteksi.
Keuangan,"Transfer Rp 77,000,000 ke Bank BRI rek 7950767465 a/n Siti Aminah."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 9196818180617292) Gaji Rp 24jt.
IT Security,Peringatan: Akses server via IP 75.200.105.41 dengan API Key 4CU1Y9WRWL4RKB0XTOSA terdeteksi.
IT Security,Peringatan: Akses server via IP 63.203.125.10 dengan API Key 37LSW1OD1LMIGC8NDGJO terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 78,000,000 ke Bank BRI rek 1878173074 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 148.155.2.142 dengan API Key 1Q1WYXEN70WDMZKYUBXD terdeteksi.
Keuangan,"Transfer Rp 28,000,000 ke Bank BNI rek 9165616674 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 160.11.41.120 dengan API Key PFT0FA58J5JUMLMHVQGY terdeteksi.
IT Security,Peringatan: Akses server via IP 91.47.220.234 dengan API Key 8XBEM99D71PT8KDS4ZB5 terdeteksi.
IT Security,Peringatan: Akses server via IP 96.62.233.120 dengan API Key 7A276O3BF0VTH84PTYE2 terdeteksi.
Keuangan,"Transfer Rp 29,000,000 ke Bank BNI rek 6498513153 a/n Siti Aminah."
HRD,Data Karyawan: Dewi Lestari (NIK: 7407480019034978) Gaji Rp 8jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 5,000,000 ke Bank BCA rek 6905785662 a/n Budi Santoso."
Keuangan,"Transfer Rp 82,000,000 ke Bank BNI rek 4183572326 a/n Siti Aminah."
Keuangan,"Transfer Rp 41,000,000 ke Bank BRI rek 5151248758 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 143.164.73.117 dengan API Key 4JICQ327C6SZ2F0UREYB terdeteksi.
IT Security,Peringatan: Akses server via IP 156.157.157.35 dengan API Key 6TY8MBS3S0RWT7D62HAO terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 5796164778149353) Gaji Rp 39jt.
IT Security,Peringatan: Akses server via IP 126.161.14.179 dengan API Key GY7B4U7PIOMRS7IF8YGV terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 4238257745485361) Gaji Rp 22jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 7968951798782481) Gaji Rp 50jt.
HRD,Data Karyawan: Budi Santoso (NIK: 2555853944754937) Gaji Rp 44jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 76,000,000 ke Bank BCA rek 8919181558 a/n Siti Aminah."
HRD,Data Karyawan: Siti Aminah (NIK: 4700060143123880) Gaji Rp 42jt.
Keuangan,"Transfer Rp 80,000,000 ke Bank BCA rek 5565015104 a/n Dewi Lestari."
Keuangan,"Transfer Rp 44,000,000 ke Bank Mandiri rek 7672233671 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 4169784294975035) Gaji Rp 24jt.
IT Security,Peringatan: Akses server via IP 38.110.145.189 dengan API Key 4M5OWZWTD02TSNR3H5YB terdeteksi.
IT Security,Peringatan: Akses server via IP 54.52.198.213 dengan API Key IGWUW5GJF84YPWY9KOZ4 terdeteksi.
Keuangan,"Transfer Rp 70,000,000 ke Bank BCA rek 5897808273 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Rizky Pratama (NIK: 8777548369938788) Gaji Rp 26jt.
IT Security,Peringatan: Akses server via IP 227.64.218.127 dengan API Key P9RW75S93PK12ZHRZ8DC terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 7500976733226453) Gaji Rp 42jt.
HRD,Data Karyawan: Siti Aminah (NIK: 6394630954954389) Gaji Rp 6jt.
IT Security,Peringatan: Akses server via IP 156.74.126.253 dengan API Key JUKGQE28T39JVI6GW3I6 terdeteksi.
Keuangan,"Transfer Rp 92,000,000 ke Bank BRI rek 9678632775 a/n Rizky Pratama."
Keuangan,"Transfer Rp 12,000,000 ke Bank BNI rek 4799514643 a/n Rizky Pratama."
Keuangan,"Transfer Rp 17,000,000 ke Bank BRI rek 1365261362 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 63.51.230.82 dengan API Key X0U8Y9ISWV7UDCIW16JK terdeteksi.
IT Security,Peringatan: Akses server via IP 38.180.74.12 dengan API Key Z2NBLIWPULLJCHDSR19G terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 98,000,000 ke Bank Mandiri rek 9804111983 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 4054078760116559) Gaji Rp 19jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 7693264804218995) Gaji Rp 36jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 2300324056936997) Gaji Rp 30jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 1479043046327452) Gaji Rp 47jt.
HRD,Data Karyawan: Budi Santoso (NIK: 3396407920731201) Gaji Rp 40jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 4074750577240191) Gaji Rp 31jt.
Keuangan,"Transfer Rp 32,000,000 ke Bank BNI rek 2822279282 a/n Dewi Lestari."
Keuangan,"Transfer Rp 51,000,000 ke Bank Mandiri rek 9345665727 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 249.92.29.161 dengan API Key LJ8HA2FVQZYW7BXE6S7H terdeteksi.
IT Security,Peringatan: Akses server via IP 161.85.143.27 dengan API Key B4R6ECNGHSZ93XI44GE9 terdeteksi.
Keuangan,"Transfer Rp 12,000,000 ke Bank BRI rek 7569333732 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 206.59.37.69 dengan API Key VSC6B2V5LJKYNJ6PS2F0 terdeteksi.
IT Security,Peringatan: Akses server via IP 184.137.98.224 dengan API Key X1U64P7PY57LW2LSUYAM terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 47,000,000 ke Bank BNI rek 8470850237 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 86.239.7.105 dengan API Key AW8DMA6PQN38WW1G3K0O terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 33.241.14.246 dengan API Key CYYGV6Z4P25VLWD19TWG terdeteksi.
IT Security,Peringatan: Akses server via IP 225.91.67.68 dengan API Key 01WAYCDVHGO5YC9M47IV terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 3643346383865021) Gaji Rp 29jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 8909053707883141) Gaji Rp 35jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 5178152195708108) Gaji Rp 11jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 34,000,000 ke Bank BRI rek 0345762586 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Rizky Pratama (NIK: 2428112394035464) Gaji Rp 26jt.
Keuangan,"Transfer Rp 27,000,000 ke Bank BNI rek 2601999495 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 4.22.184.149 dengan API Key X68W97ZT6MXB7EDZC49U terdeteksi.
Keuangan,"Transfer Rp 100,000,000 ke Bank BCA rek 4645073592 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 222.218.214.119 dengan API Key FFHLY9MF9529IEHD1MD5 terdeteksi.
IT Security,Peringatan: Akses server via IP 49.98.24.69 dengan API Key LZRKSXJ9Z0OXO46JBNZI terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 88,000,000 ke Bank BNI rek 6567407467 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 78.132.58.136 dengan API Key D9Q4WNYB1XTZWR5XT8LV terdeteksi.
Keuangan,"Transfer Rp 15,000,000 ke Bank BRI rek 0375943776 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 206.204.241.52 dengan API Key LT0RHIVVMKFKQKFUBIR6 terdeteksi.
Keuangan,"Transfer Rp 57,000,000 ke Bank BNI rek 4773587838 a/n Rizky Pratama."
Keuangan,"Transfer Rp 82,000,000 ke Bank BRI rek 4389319624 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
